name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,target
La Tromba Risin' (feat. Tasita D'Mour),Chris Lake,0.691,0.951,0,-4.989,1,0.0879,0.024,0.0412,0.0316,0.617,126.989,381732,4,1
Crash 2.0 (Adventure Club vs. DallasK),Adventure Club,0.66,0.652,8,-4.747,1,0.0582,0.00259,0,0.0673,0.167,127.977,254879,4,1
Raven,John Dahlbí_ck,0.569,0.896,1,-3.114,1,0.0489,0.00338,0.958,0.0633,0.113,128.083,190155,4,1
Icarus - Black Caviar Remix,R3hab,0.798,0.809,1,-5.898,0,0.063,0.00689,0.0765,0.0998,0.766,120.044,194000,4,1
Wasted Love (feat. Dougy),Steve Angello,0.539,0.936,10,-3.803,1,0.112,0.475,0.104,0.106,0.211,128.015,209531,4,1
Summer,Marshmello,0.583,0.748,6,-4.798,1,0.0292,0.00695,0.0241,0.22,0.234,142.029,233239,4,1
Catch Me (feat. Naaz),Flux Pavilion,0.56,0.916,7,-3.328,0,0.0661,0.0362,0.000963,0.102,0.577,144.933,162383,4,1
Save the World - Radio Mix,Swedish House Mafia,0.507,0.665,0,-7.598,1,0.0474,0.0144,0,0.0759,0.406,126.879,213338,4,1
"Wild One Two - feat. David Guetta, Nicky Romero & Sia",Jack Back,0.703,0.684,8,-6.532,1,0.0778,0.00164,0.000378,0.0744,0.222,126.027,346930,4,1
Fire In Your New Shoes (feat. Martina of Dragonette) - Sultan & Ned Shepard Electric Daisy Remix,Kaskade,0.526,0.861,2,-5.871,0,0.0587,0.00136,0.732,0.596,0.114,128.032,322227,4,1
Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,0.412,0.871,1,-4.893,0,0.0458,0.0124,0.000128,0.2,0.132,125.043,205440,4,1
Language,Porter Robinson,0.737,0.614,6,-6.001,0,0.4,0.0168,0.0534,0.0682,0.394,127.987,368476,4,1
Strobe - Radio Edit,deadmau5,0.649,0.706,8,-7.209,0,0.031,8.45E-05,0.831,0.163,0.0744,128.032,214042,4,1
Seek Bromance (Avicii Vocal Edit) - Avicii Vocal Edit,Tim Berg,0.49,0.811,1,-2.524,0,0.044,0.0896,0,0.0898,0.564,125.965,200992,4,1
Poison,Martin Garrix,0.502,0.756,7,-6.118,0,0.0363,0.00429,0.769,0.377,0.0605,128.125,248447,4,1
Take Over Control - Radio Edit,Afrojack,0.713,0.81,0,-3.353,0,0.0918,0.241,0,0.0936,0.667,130.006,208620,4,1
Teenage Crime - Axwell & Henrik B Remode,Adrian Lux,0.575,0.913,7,-6.081,1,0.0402,0.00338,0.816,0.605,0.208,128.014,300013,4,1
Light It Up (feat. Nyla & Fuse ODG) [Remix],Major Lazer,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.763,107.991,166138,4,1
Turn Me Up - ViP Mix,MOTi,0.719,0.81,8,-4.769,0,0.0672,0.021,0.672,0.5,0.483,126.033,251429,4,1
Together,Martin Garrix,0.509,0.729,1,-4.773,1,0.0343,0.0732,2.73E-05,0.233,0.185,127.871,221274,4,1
Whatcha Need,W&W,0.393,0.94,6,-3.894,0,0.0718,0.0663,0.00264,0.546,0.293,129.958,147231,4,1
Levels - Radio Edit,Avicii,0.605,0.873,1,-5.938,0,0.0344,0.0534,0.837,0.314,0.47,126.026,199904,4,1
Faded,Alan Walker,0.589,0.651,6,-5.097,1,0.0306,0.0291,3.20E-06,0.111,0.161,90.011,212627,4,1
Move for Me,Kaskade,0.561,0.771,1,-5.533,1,0.036,0.0344,0.000151,0.0756,0.212,128.025,235873,4,1
Turn up the Speakers - Radio Edit,Afrojack,0.692,0.898,10,-5.276,1,0.044,0.09,0.941,0.478,0.331,127.993,183747,4,1
Counting Down The Days - Yotto Edit,Above & Beyond,0.672,0.785,8,-4.473,1,0.0346,0.00233,0.127,0.111,0.352,122.999,295035,4,1
Summer Dreams,Michael Brun,0.691,0.721,11,-6.206,1,0.03,0.00626,0.000562,0.297,0.463,117.021,203302,4,1
Changes - Dirty South Remix,Chris Lake Feat. Laura V,0.841,0.673,9,-7.361,0,0.119,0.000552,0.419,0.228,0.197,127.006,485293,4,1
Heroes (we could be),Alesso,0.51,0.747,5,-4.124,1,0.0651,0.031,0,0.233,0.349,125.951,210013,4,1
Everything,R3hab,0.516,0.786,4,-5.514,0,0.106,0.0583,1.77E-06,0.662,0.182,130.069,174500,4,1
Lean On (feat. MíÖ & DJ Snake),Major Lazer,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.271,98.007,176561,4,1
Starlight - Radio Mix,SOVI,0.568,0.928,10,-3.556,1,0.045,0.00354,0.0211,0.478,0.57,122.997,196000,4,1
City Of Dreams - Radio Edit,Dirty South,0.476,0.815,4,-5.073,1,0.0359,0.0028,0.00593,0.357,0.144,127.964,226867,4,1
Chords Of Life - Original Mix,Tim Mason,0.605,0.642,3,-7.002,1,0.0411,0.00388,0.598,0.102,0.157,125.967,325714,4,1
Blackout - Madison Mars Radio Mix,Tritonal,0.605,0.884,7,-3.094,0,0.0611,0.0856,0.000162,0.0501,0.364,125.989,235000,4,1
Freak,Friction,0.408,0.849,11,-5.284,0,0.0646,0.00273,3.04E-05,0.139,0.141,174.029,247655,4,1
Skyscrapers,Daydreamer,0.598,0.534,4,-5.666,0,0.0272,0.00158,0.124,0.319,0.0473,115.005,383495,4,1
Chemicals - Radio Edit,Tií‚sto,0.529,0.955,10,-2.59,0,0.0794,0.0344,4.55E-05,0.353,0.102,125.988,222075,4,1
Run Wild - Alternative Edit Mix Cut,Hardwell,0.475,0.838,1,-2.948,0,0.0666,0.00481,0,0.304,0.236,127.921,224973,4,1
Blackout,Pegboard Nerds,0.668,0.977,1,-2.673,1,0.0515,0.0111,0.17,0.363,0.561,128.06,212323,3,1
Rock The House - Radio Edit,Afrojack,0.69,0.841,4,-5.592,0,0.0868,0.0178,0.79,0.137,0.533,130.052,230792,4,1
Sweet Memories,CID,0.624,0.923,9,-5.449,0,0.0335,0.0268,0.000228,0.0509,0.39,124.994,157452,4,1
Borrowed Lives (feat. NVDES),Pierce Fulton,0.719,0.737,2,-5.219,1,0.032,0.0711,0.00285,0.304,0.356,127.991,313580,4,1
Concrete Angel (Radio Edit) (feat. Christina Novelli),Gareth Emery,0.631,0.893,7,-5.123,1,0.0411,0.0107,0.00632,0.147,0.558,130.015,235025,4,1
Yebisah,Mark Knight,0.54,0.933,2,-6.784,1,0.0364,0.0024,0.954,0.371,0.23,123.988,201290,4,1
Otherside,Suyano,0.546,0.772,5,-5.311,0,0.0477,0.306,0,0.0733,0.255,127.942,191250,4,1
Falling Back - Radio Edit,Cosmic Gate,0.608,0.878,0,-3.631,1,0.0765,0.00281,4.83E-06,0.415,0.326,128.069,219398,4,1
Fireflies,Owl City,0.591,0.649,3,-6.72,1,0.0417,0.0294,0,0.133,0.482,90.002,228347,4,1
Good Time,Owl City,0.559,0.882,3,-4.281,1,0.157,0.0314,1.71E-05,0.605,0.644,126.064,205933,4,1
When Can I See You Again?,Owl City,0.631,0.838,11,-6.817,0,0.0818,0.0243,0,0.0512,0.392,127.938,218093,4,1
Verge,Owl City,0.55,0.747,2,-6.897,1,0.0334,0.0002,1.44E-06,0.113,0.185,128.014,213026,4,1
Vanilla Twilight,Owl City,0.581,0.526,11,-7.584,1,0.0265,0.0082,0.000369,0.113,0.551,166.151,231707,4,1
You Make Me Wanna...,Usher,0.761,0.639,5,-7.577,0,0.0539,0.0359,0,0.0945,0.933,164.088,219120,4,1
Can't You See,Total,0.715,0.721,8,-5.622,0,0.0541,0.157,1.75E-06,0.309,0.814,86.26,277320,4,1
Lost Without U,Robin Thicke,0.67,0.348,0,-12.229,1,0.138,0.27,0,0.104,0.81,113.306,254147,5,1
'Till I Collapse,Eminem,0.572,0.853,1,-3.203,1,0.217,0.0757,0,0.0798,0.0995,171.297,297893,4,1
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,0.858,0.697,2,-5.361,1,0.23,0.114,0,0.224,0.365,98.012,290836,4,1
Calm Down,G-Eazy,0.537,0.624,11,-8.794,1,0.325,0.000175,2.20E-06,0.116,0.4,102.315,127427,4,1
Remember The Name (feat. Styles Of Beyond),Fort Minor,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87E-06,0.0795,0.879,84.858,230493,4,1
Mind Tricks,Bassnectar,0.578,0.909,7,-3.672,1,0.105,0.00436,0.00128,0.707,0.518,87.983,233182,4,1
Help,Papa Roach,0.507,0.918,2,-4.684,1,0.0701,0.00107,8.70E-06,0.311,0.275,92.006,215291,4,1
Follow You,Bring Me The Horizon,0.54,0.661,3,-5.534,0,0.0381,0.0765,0,0.125,0.509,90.012,231107,4,1
Snow Cats,AFI,0.231,0.791,4,-4.297,0,0.0446,0.00278,0.00055,0.396,0.404,87.337,200920,4,1
Paranoia,A Day To Remember,0.409,0.992,3,-2.803,0,0.108,4.82E-05,2.03E-06,0.1,0.339,149.859,200677,4,1
Hated,Beartooth,0.458,0.99,8,-3.717,1,0.183,0.000285,0.000893,0.454,0.462,166.904,211430,4,1
Shock Me,Baroness,0.396,0.912,7,-4.026,0,0.0856,4.24E-05,0.631,0.124,0.146,125.923,257120,4,1
The Devil's Bleeding Crown,Volbeat,0.55,0.917,7,-4.575,1,0.0378,1.85E-05,0.214,0.0333,0.247,109.552,238653,3,1
Go Down in History,Four Year Strong,0.505,0.985,5,-4.401,1,0.119,6.04E-05,1.02E-05,0.351,0.267,119.993,219763,4,1
Serpents,Neck Deep,0.351,0.915,1,-4.53,0,0.0881,2.79E-05,0.0725,0.0972,0.457,184.815,165047,4,1
Black Honey,Thrice,0.442,0.892,9,-6.431,0,0.086,0.00267,7.92E-06,0.0758,0.258,151.914,239451,4,1
Chop Suey!,System Of A Down,0.42,0.929,7,-3.899,0,0.121,0.000353,0.000747,0.122,0.318,127.204,210240,4,1
Something To Believe In,Young the Giant,0.623,0.886,1,-3.044,1,0.0404,0.0245,0,0.247,0.691,92.021,228467,4,1
She Hates Me,Puddle Of Mudd,0.585,0.757,4,-5.424,1,0.0302,0.00643,0,0.741,0.615,109.781,216760,4,1
Don't Threaten Me With A Good Time,Panic! At The Disco,0.559,0.895,1,-4.476,0,0.0832,0.0154,0,0.175,0.563,183.825,213093,4,1
Sex on Fire,Kings of Leon,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.365,153.398,203347,4,1
Cold,Maroon 5,0.7,0.714,9,-6.295,0,0.104,0.122,0,0.0428,0.482,99.909,234308,4,1
It Ain't Me (with Selena Gomez),Kygo,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.5,99.968,220781,4,1
Bring Me the Night,Sam Tsui feat. Kina Grannis,0.393,0.505,5,-7.048,1,0.0289,0.687,0,0.101,0.205,163.938,239451,3,1
Crush,David Archuleta,0.599,0.677,0,-4.722,0,0.035,0.0109,8.04E-06,0.0612,0.458,81.021,212013,4,1
Song 2 You,Victorious Cast,0.591,0.866,2,-2.877,1,0.0536,0.0576,0,0.146,0.496,86.981,218373,4,1
L.A. Boyz,Victorious Cast feat. Victoria Justice and Ariana Grande,0.616,0.91,8,-3.316,0,0.124,0.0109,0,0.0806,0.709,150.038,179600,4,1
Faster than Boyz,Victorious Cast,0.593,0.814,9,-4.802,1,0.166,0.0197,0,0.18,0.47,146.919,194893,4,1
Bad Boys,Victorious Cast,0.581,0.86,10,-3.459,1,0.036,0.000501,0,0.305,0.48,122.941,197160,4,1
"Too Little, Too Late",JoJo,0.428,0.781,6,-5.032,0,0.0608,0.0123,1.47E-05,0.104,0.72,82.353,221720,4,1
Fast Car (feat. Kina Grannis),Kina Grannis,0.66,0.255,10,-9.79,1,0.0278,0.799,0,0.0797,0.508,103.087,304293,4,1
In Your Arms,Kina Grannis,0.672,0.396,2,-9.489,0,0.0349,0.474,0,0.0921,0.464,130.015,184960,4,1
Valentine,Kina Grannis,0.862,0.351,9,-11.793,1,0.0439,0.292,0,0.105,0.504,124.964,150707,4,1
The One You Say Goodnight To,Kina Grannis,0.696,0.439,7,-9.438,1,0.07,0.436,0,0.353,0.686,135.925,157187,4,1
Gone,Kina Grannis,0.631,0.591,11,-7.669,1,0.0333,0.167,0,0.0812,0.459,137.917,253107,4,1
Strong Enough,Kina Grannis,0.637,0.507,6,-9.59,0,0.0283,0.00634,0,0.386,0.566,105.932,195167,4,1
Without Me,Kina Grannis,0.546,0.522,4,-7.113,1,0.0361,0.226,0,0.129,0.494,117.299,231240,4,1
L.A. Story,Sammy Adams,0.593,0.872,1,-4.525,0,0.0959,0.0784,0,0.286,0.521,91.964,208000,4,1
Something About the Sunshine,Anna Margaret,0.688,0.795,5,-6.161,1,0.047,0.112,0,0.133,0.773,125.044,186800,4,1
Like Nobody's Around,Big Time Rush,0.586,0.896,3,-4.572,1,0.11,0.114,0,0.175,0.353,94.954,176360,4,1
Amazing,Big Time Rush,0.403,0.883,4,-3.385,1,0.087,0.101,0,0.109,0.769,202.013,201720,4,1
Boyfriend,Big Time Rush,0.614,0.857,1,-4.171,0,0.111,0.0987,0,0.177,0.655,164.146,201040,4,1
Worldwide,Big Time Rush,0.531,0.771,4,-6.162,1,0.0468,0.0735,0,0.17,0.608,159.973,224333,4,1
Big Time Rush,Big Time Rush,0.599,0.888,11,-2.931,0,0.0514,0.0273,0,0.28,0.84,121.05,197587,4,1
Popular Song,MIKA,0.644,0.842,8,-4.787,1,0.0429,0.178,0,0.0796,0.852,99.05,200613,4,1
All About Tonight - featuring Cymphonique Miller,How To Rock Cast,0.543,0.852,1,-3.737,1,0.0787,0.0671,0,0.0822,0.689,129.023,183960,4,1
Count On You,Big Time Rush,0.638,0.705,2,-4.47,1,0.035,0.219,0,0.156,0.292,91.961,209933,4,1
I Know You Know,Big Time Rush,0.437,0.802,2,-5.709,1,0.0997,0.0196,0,0.0709,0.604,121.387,175587,5,1
Bring It All to Me,Blaque,0.695,0.579,0,-5.066,1,0.0325,0.000479,0,0.0556,0.731,88.957,218187,4,1
Too Close,Next,0.85,0.398,7,-9.816,1,0.0534,0.0117,0,0.263,0.717,99.717,258113,4,1
I'm So Into You,SWV,0.841,0.552,7,-10.345,1,0.0498,0.0453,0.00154,0.0533,0.596,99.018,278467,4,1
Don't Let Go (Love),En Vogue,0.618,0.688,5,-5.867,0,0.0477,0.409,6.32E-06,0.3,0.561,78.311,291880,4,1
Candy Rain,Soul For Real,0.583,0.681,11,-8.152,0,0.0585,0.0029,6.03E-05,0.0999,0.57,188.256,271093,4,1
Wifey,Next,0.829,0.652,7,-8.693,0,0.108,0.067,0,0.0812,0.717,99.581,243159,4,1
On Bended Knee,Boyz II Men,0.635,0.53,8,-8.1,1,0.0328,0.396,0,0.118,0.204,116.631,329907,4,1
Get It On Tonite,Montell Jordan,0.809,0.522,10,-8.747,0,0.0821,0.267,1.97E-05,0.0729,0.879,99.001,275080,4,1
End Of The Road,Boyz II Men,0.642,0.421,5,-9.32,0,0.0237,0.074,0,0.0676,0.453,74.849,348893,3,1
I'll Make Love To You,Boyz II Men,0.563,0.487,2,-7.775,1,0.0234,0.105,0,0.0884,0.248,142.53,235853,3,1
Water Runs Dry,Boyz II Men,0.578,0.375,0,-12.951,1,0.0272,0.468,0,0.156,0.561,89.605,201280,4,1
A Song For Mama,Boyz II Men,0.571,0.447,7,-8.757,1,0.0338,0.499,0,0.125,0.162,75.019,301587,4,1
Together Again,Janet Jackson,0.873,0.591,7,-8.942,1,0.102,0.0788,0.0071,0.104,0.49,123.091,301200,4,1
Someone To Call My Lover,Janet Jackson,0.729,0.914,2,-4.043,1,0.041,0.135,0.000672,0.156,0.918,127.907,272360,4,1
Escapade,Janet Jackson,0.815,0.944,1,-6.698,1,0.0513,0.0264,0.00038,0.181,0.681,115.219,283934,4,1
Bye Bye Bye,*NSYNC,0.571,0.87,8,-3.877,0,0.0641,0.0198,6.60E-06,0.0564,0.815,172.716,199640,4,1
This I Promise You - Radio Edit,*NSYNC,0.55,0.563,2,-7.019,1,0.0313,0.3,0,0.122,0.462,166.004,266293,4,1
It's Gonna Be Me,*NSYNC,0.647,0.87,0,-4.702,0,0.0798,0.0479,0,0.0485,0.906,165.103,191280,4,1
God Must Have Spent a Little More Time on You - Remix,*NSYNC,0.468,0.535,10,-8.264,1,0.0436,0.44,0,0.101,0.298,168.001,243493,4,1
I Want You Back - Radio Edit,*NSYNC,0.754,0.946,8,-2.149,0,0.0403,0.0743,0.000391,0.401,0.865,112.042,199787,4,1
Pop - Radio Version,*NSYNC,0.841,0.866,11,-6.342,1,0.118,0.0412,0,0.212,0.875,119.941,175520,4,1
Tearin' up My Heart - Radio Edit,*NSYNC,0.685,0.872,7,-6.939,1,0.0321,0.00799,0,0.323,0.806,110.046,209560,4,1
As Long as You Love Me,Backstreet Boys,0.773,0.801,0,-5.562,1,0.0281,0.16,0,0.111,0.8,98.205,211907,4,1
Quit Playing Games (With My Heart),Backstreet Boys,0.798,0.862,11,-4.95,0,0.0336,0.066,1.65E-06,0.168,0.893,100.031,232027,4,1
I'll Never Break Your Heart,Backstreet Boys,0.527,0.578,7,-6.012,0,0.0283,0.0877,0,0.155,0.35,162.11,287027,3,1
All I Have to Give,Backstreet Boys,0.729,0.561,1,-7.162,1,0.028,0.0563,0,0.0657,0.395,95.981,274827,4,1
The Call,Backstreet Boys,0.697,0.856,10,-4.439,0,0.0752,0.117,0,0.287,0.732,104.202,203600,4,1
I Want It That Way,Backstreet Boys,0.683,0.687,6,-5.833,0,0.0274,0.24,0,0.131,0.486,99.035,213027,4,1
Show Me the Meaning of Being Lonely,Backstreet Boys,0.634,0.624,6,-5.095,0,0.0255,0.245,0,0.0767,0.668,167.992,234587,4,1
Shape of My Heart,Backstreet Boys,0.571,0.77,9,-5.46,1,0.03,0.252,0,0.154,0.529,96.09,230280,4,1
I'll Be Missing You (feat. 112),Diddy,0.862,0.479,7,-9.199,1,0.0646,0.0522,0.00126,0.589,0.919,109.878,301520,4,1
I Need A Girl (Part One) (feat. Usher & Loon),Diddy,0.66,0.707,6,-5.758,1,0.208,0.397,0,0.211,0.779,89.279,268800,4,1
Where the Party At,Jagged Edge,0.596,0.661,5,-6.239,0,0.226,0.31,0,0.0847,0.864,129.491,232573,5,1
I Wanna Know,Joe,0.725,0.487,8,-5.959,0,0.0368,0.26,1.09E-05,0.431,0.595,136.086,296693,4,1
Stay,Ne-Yo,0.651,0.645,1,-6.741,1,0.223,0.00819,0,0.0919,0.668,96.394,232227,4,1
So Sick,Ne-Yo,0.699,0.592,6,-8.298,1,0.262,0.273,0,0.202,0.587,94.933,207187,4,1
When You're Mad,Ne-Yo,0.654,0.564,6,-7.186,1,0.235,0.304,0,0.107,0.458,86.948,222000,4,1
Sexy Love,Ne-Yo,0.622,0.503,8,-6.417,1,0.0433,0.265,0.000473,0.0596,0.6,93.984,220853,4,1
All My Life,K-Ci & JoJo,0.634,0.528,1,-8.834,1,0.0309,0.117,2.26E-06,0.0565,0.187,128,331240,4,1
Take Me There - Remix,Blackstreet,0.779,0.711,0,-4.054,1,0.144,0.0786,2.40E-05,0.373,0.857,96.472,254067,4,1
MMMBop,Hanson,0.686,0.952,9,-5.169,1,0.0458,0.0058,0.00333,0.283,0.641,104.889,267947,4,1
Case Of The Ex (Whatcha Gonna Do),Mí_a,0.78,0.69,1,-4.958,0,0.0445,0.0565,8.19E-05,0.0716,0.327,98.002,236827,4,1
My Love Is Like...Wo - Main Mix/Album Version,Mí_a,0.833,0.677,4,-6.413,1,0.103,0.207,3.92E-06,0.286,0.731,132.876,209490,4,1
Angel of Mine - Radio Mix,Monica,0.592,0.562,10,-6.869,0,0.0239,0.00373,3.23E-05,0.223,0.2,90.16,250173,4,1
For You I Will,Monica,0.652,0.473,0,-7.981,0,0.0313,0.243,0,0.134,0.36,123.208,294867,4,1
Two Wrongs,Wyclef Jean,0.621,0.579,9,-8.574,1,0.221,0.0862,0,0.0827,0.415,82.897,230733,4,1
Take Me As I Am,Wyclef Jean,0.685,0.784,9,-4.971,1,0.11,0.0925,0,0.314,0.734,90.89,257173,4,1
Sweetest Girl (Dollar Bill),Wyclef Jean,0.733,0.744,1,-3.51,1,0.0553,0.0772,0,0.341,0.528,92.515,241133,4,1
Slow Jam,Usher,0.701,0.457,8,-8.562,0,0.0311,0.0138,0,0.054,0.292,127.925,283093,4,1
Ironic - 2015 Remastered,Alanis Morissette,0.408,0.582,11,-8.305,1,0.0508,0.218,0,0.159,0.34,114.926,230000,5,1
U Got It Bad,Usher,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53E-06,0.0733,0.654,124.037,247840,4,1
My Boo,Usher,0.662,0.507,5,-8.238,1,0.118,0.257,0,0.0465,0.652,86.412,223440,4,1
Don't Love You No More (I'm Sorry),Craig David,0.635,0.54,7,-8.122,1,0.0246,0.466,0,0.0524,0.586,99.99,244160,4,1
Let Me Love You,Mario,0.622,0.593,7,-8.352,0,0.0916,0.163,0,0.0979,0.595,94.364,249093,4,1
Just a Friend 2002 - Radio Edit,Mario,0.538,0.677,0,-6.099,1,0.187,0.00541,0,0.236,0.919,132.346,214200,5,1
Say My Name,Destiny's Child,0.713,0.678,5,-3.525,0,0.102,0.273,0,0.149,0.738,138.009,271333,4,1
"Jumpin', Jumpin'",Destiny's Child,0.771,0.685,1,-4.639,1,0.0567,0.00543,0.00157,0.0537,0.683,88.997,230200,4,1
"Independent Women, Pt. I",Destiny's Child,0.73,0.602,6,-3.782,0,0.206,0.362,3.69E-06,0.169,0.932,97.954,221133,4,1
"Bills, Bills, Bills",Destiny's Child,0.845,0.576,11,-5.15,0,0.153,0.139,0,0.0764,0.455,127.641,256027,4,1
No More (Baby I'ma Do Right),3LW,0.721,0.723,2,-7.08,0,0.0631,0.102,4.40E-06,0.0651,0.769,88.933,263440,4,1
Summer Is Over feat. Sara Bareilles,Jon McLaughlin,0.518,0.666,0,-5.306,1,0.0313,0.0382,2.47E-05,0.289,0.254,130.048,300573,4,1
Beautiful Disaster,Jon McLaughlin,0.415,0.661,7,-4.629,1,0.0296,0.201,0,0.143,0.283,156.177,251640,4,1
Human,Jon McLaughlin,0.319,0.664,1,-4.85,1,0.0357,0.245,0,0.0812,0.441,112.377,252053,5,1
So Close,Jon McLaughlin,0.386,0.248,11,-11.42,1,0.0291,0.787,1.49E-06,0.143,0.153,106.259,226840,3,1
In Love With a Girl,Gavin DeGraw,0.439,0.906,3,-4.8,1,0.0439,0.0193,0,0.373,0.69,161.905,206000,4,1
Simple Love Song,Anuhea,0.764,0.348,9,-7.98,1,0.0643,0.789,0,0.0997,0.773,119.651,224987,4,1
Honeymoon Avenue,Ariana Grande,0.685,0.607,11,-5.301,1,0.0431,0.214,0,0.345,0.463,125.011,339733,4,1
Tattooed Heart,Ariana Grande,0.454,0.521,7,-4.143,1,0.0285,0.413,0,0.119,0.231,72.28,194707,4,1
Almost Is Never Enough,Nathan Sykes,0.4,0.337,2,-7.404,1,0.0355,0.831,0,0.0934,0.354,108.196,327773,5,1
Perfect Harmony,Rags Cast,0.664,0.32,4,-7.356,1,0.0322,0.789,0,0.152,0.71,141.916,145707,3,1
Pyramid (feat. Iyaz),Charice,0.562,0.659,10,-5.234,1,0.0824,0.268,0,0.133,0.246,87.539,235947,4,1
Best Friend,Jason Chen,0.637,0.659,3,-6.964,1,0.0409,0.74,0,0.227,0.531,102.029,233000,4,1
Over And Over Again,Nathan Sykes,0.47,0.271,8,-8.335,1,0.0392,0.962,0,0.106,0.396,129.623,246896,4,1
Put Your Arms Around Me,Natasha Bedingfield,0.758,0.699,0,-4.217,1,0.051,0.126,0,0.0643,0.724,95.011,222733,4,1
Try Everything,Shakira,0.704,0.604,1,-4.865,1,0.0308,0.0269,0,0.0835,0.486,115.48,196853,4,1
Starving,Hailee Steinfeld,0.712,0.62,4,-4.187,1,0.0888,0.39,0,0.0994,0.519,99.953,181880,4,1
I Dare You,Bea Miller,0.616,0.709,10,-6.134,1,0.0312,0.00406,2.56E-06,0.501,0.545,122.984,206013,4,1
Force of Nature,Bea Miller,0.658,0.566,7,-6.179,1,0.0259,0.771,0,0.167,0.513,80.035,241813,4,1
Perfect Picture,Bea Miller,0.555,0.79,3,-5.777,1,0.0507,0.0305,0,0.094,0.519,79.016,187973,4,1
Tangled Up In Me,Skye Sweetnam,0.51,0.708,9,-3.092,0,0.051,0.0278,3.86E-06,0.117,0.767,188.058,164347,4,1
Why Can't I?,Liz Phair,0.487,0.759,11,-4.849,1,0.0405,0.0273,0,0.165,0.238,80.958,208360,4,1
God Is a DJ,P!nk,0.635,0.977,5,-3.213,0,0.0588,0.0901,2.61E-06,0.241,0.431,111.955,225400,4,1
Save My Soul,JoJo,0.406,0.638,9,-6.085,0,0.13,0.0637,0,0.107,0.404,177.916,224848,4,1
Mad Love.,JoJo,0.277,0.604,0,-3.778,0,0.062,0.0368,0,0.365,0.28,199.519,244413,3,1
Secret Love,JoJo,0.776,0.507,9,-5.752,0,0.0405,0.19,0,0.12,0.51,98.051,239880,4,1
Dear No One,Tori Kelly,0.498,0.586,6,-5.936,1,0.31,0.122,0,0.106,0.489,81.945,197847,4,1
First Heartbreak,Tori Kelly,0.657,0.485,3,-5.634,0,0.0672,0.466,0,0.0889,0.402,135.805,204960,4,1
Video,India.Arie,0.652,0.621,9,-8.677,0,0.263,0.104,5.30E-06,0.0382,0.647,169.983,249960,4,1
"Beauty and the Beast - From ""Beauty and the Beast""",Ariana Grande,0.494,0.542,6,-6.995,1,0.0277,0.152,0,0.101,0.246,81.34,227928,4,1
I2I,Tevin Campbell,0.732,0.772,11,-7.974,0,0.0382,0.0458,0,0.76,0.763,130.14,241387,4,1
Confetti Falling,Big Time Rush,0.557,0.796,3,-4.147,1,0.0482,0.00411,0,0.0951,0.452,127.999,242973,4,1
You Gotta Be,Des'ree,0.627,0.669,0,-9.985,1,0.0412,0.211,2.72E-06,0.111,0.5,94.029,245200,4,1
Can't Blame a Girl for Trying,Sabrina Carpenter,0.616,0.401,0,-7.318,1,0.0344,0.429,0,0.161,0.354,143.75,169307,4,1
Eyes Wide Open,Sabrina Carpenter,0.586,0.637,8,-6.621,1,0.0274,0.00486,2.97E-06,0.112,0.331,88.025,192720,4,1
"Wildside - From ""Adventures in Babysitting""",Sofia Carson,0.763,0.569,6,-5.585,1,0.0401,0.00397,7.85E-05,0.0755,0.751,122.988,187960,4,1
Can I Have This Dance,High School Musical Cast,0.539,0.658,0,-5.109,1,0.0295,0.256,0,0.286,0.494,136.357,243773,3,1
Hold On,Wilson Phillips,0.679,0.657,5,-9.897,1,0.0255,0.4,0,0.0497,0.558,97.8,266867,4,1
Be My Baby,Bea Miller,0.627,0.871,1,-4.403,0,0.0336,0.0156,4.63E-06,0.23,0.677,129.059,164840,4,1
Photograph (feat. Bea Miller),Boyce Avenue,0.717,0.32,3,-8.393,1,0.0283,0.828,0,0.107,0.331,107.946,260187,4,1
Closer (feat. Sarah Hyland),Boyce Avenue,0.694,0.472,8,-8.62,1,0.0281,0.41,0,0.233,0.466,95.002,244189,4,1
"Flashlight (Sweet Life Mix) - From ""Pitch Perfect 2"" Soundtrack",Hailee Steinfeld,0.51,0.602,3,-6.317,1,0.0616,0.299,0,0.126,0.305,148.077,178320,4,1
From This Moment On,Shania Twain,0.428,0.514,7,-5.021,1,0.0271,0.382,0,0.186,0.141,135.819,291640,4,1
You're Still The One,Shania Twain,0.551,0.527,3,-7.119,1,0.0302,0.45,0,0.0867,0.662,133.758,212560,4,1
Everywhere,Michelle Branch,0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.473,96.952,214827,4,1
Just The Girl,The Click Five,0.571,0.89,9,-1.6,1,0.0395,0.00509,0,0.0769,0.725,110.958,234147,4,1
